text,label,predicted_label,labels
모든 것이 좋았으나 담배 쩐내가 심하게 남아 머리가 아팠습니다.,0,0,0
방에 들어갔는데 너무 습하고 냄새가 났습니다.,0,0,0
대실이나 숙박이 아닌 그냥 더러워서 5분 안에 나갔습니다.,0,0,0
사진과 너무 달랐습니다.,0,0,0
하수구 냄새가 심하게 올라와 어지러울 정도입니다.,0,0,0
신경 써 주시기 바랍니다.,0,0,0
처음 방문한 곳이지만 깔끔하고 좋았습니다.,1,1,1
리모컨이 작동은 하지만 잘 되지 않습니다.,0,0,0
객실 리모컨 점검이 필요할 것 같습니다.,0,0,0
정말 좋습니다.,1,1,1
사장님이 객실 청소하러 가셔서 안 계셨습니다.,0,0,0
"연락처가 적혀 있어 연락을 드렸는데도 받지 않으셨고, 다른 손님들도 함께 30~40분 정도 기다렸습니다.",0,0,0
사진과 다르고 후기를 보고 갔는데 호텔보다는 모텔 같았습니다.,0,0,0
생각하기 나름이지만 저는 별로였습니다.,0,0,0
"주차장이 없으며, 시설은 중하 수준입니다.",0,0,0
눈이 많이 와서 주차장 찾는 것이 어려웠습니다.,0,0,0
주차장이 협소합니다.,0,0,0
출장하기 좋은 장소입니다.,1,1,1
깔끔하고 침구류가 매우 좋습니다.,1,1,1
프론트 직원분도 친절하셔서 좋았습니다.,1,1,1
"약간의 담배 냄새를 제외하고는 내부 시설인 컴퓨터, TV, 침대, 인테리어 모두 최고였습니다.",1,1,1
얼어 죽을 수도 있으니 조심하십시오.,0,0,0
차에서 잘 걸 그랬습니다.,0,0,0
세면대에서 따뜻한 물이 나오지 않고 곰팡이가 많습니다.,0,0,0
"개인 칫솔을 가져가야 하며, 물 사용에 주의하지 않으면 손해배상 청구를 당할 수 있습니다.",0,0,0
"가격이 싸다고 예약했으나, 사진을 더 찍지 못해 아쉽습니다.",0,0,0
공포스러운 하룻밤이었습니다.,0,0,0
좋고 깔끔합니다.,1,1,1
깨끗했고 가성비가 좋다고 생각합니다.,1,1,1
"이불도 뒤집어져 있었고, 비품도 없는 것이 많았습니다.",0,0,0
방은 평범하고 방음이 잘되지 않습니다.,0,0,0
"뜨거운 물이 나오지 않아 문의했더니 원래 그렇다고 하였고, 방 청소하는 아주머니가 퇴근하셔서 방 변경이 불가능하다고 했습니다.",0,0,0
다음날 씻으니 뜨거운 물이 잘 나왔습니다.,0,0,0
"참고하시기 바라며, 앞에 편의점이 있는 점은 좋았습니다.",0,1,1
깔끔하고 좋습니다.,1,1,1
소모품도 잘 가져다주십니다.,1,1,1
위치도 좋고 가격 대비 괜찮습니다.,0,1,1
하지만 새벽 내내 모기 때문에 잠을 설쳤습니다.,0,0,0
8마리 잡았습니다.,0,0,0
방충망이 있지만 어딘가 틈이 있었나 봅니다.,0,0,0
가을 모기가 많을 시기라 모기약이 필요합니다.,0,0,0
"조식 여부, TV 사용법, 와이파이 비밀번호를 알 수 없었고, 늦게 체크인하여 소통이 힘들었습니다.",0,0,0
온수도 나오지 않아 조금 아쉬운 점이 있었습니다.,0,0,0
이러한 사항만 개선된다면 최고의 숙소이지 않을까 합니다.,0,0,0
주차도 쉽습니다.,0,1,1
화장실 물 온도를 온수로 돌려도 찬물만 나왔습니다.,0,0,0
"보일러 기계 작동법을 알려주지 않아서 몰랐고, 근처 목욕탕에 가서 샤워했습니다.",0,0,0
거실이 어디를 말씀하는지는 모르겠지만 501호 거실에는 모기약이 없었습니다.,0,0,0
"컴퓨터도 어디를 말씀하는지 모르겠지만 501호에는 컴퓨터가 없고, 와이파이와 케이블 기기에는 비밀번호 안내가 없습니다.",0,0,0
문자로 여쭤봐도 모르셨습니다.,0,1,1
그 부분은 안내를 해주시면 다음 숙박객에게 도움이 될 것 같습니다.,0,0,0
깨끗하게 잘 정돈된 모텔이네요.,1,1,1
잘 쉬고 왔습니다.,1,1,1
"전주 숙소를 찾다가 매우 착한 가격으로 이용하게 되었는데, 다음에 또 오게 된다면 다시 묵을 것 같습니다.",1,1,1
한옥마을 바로 앞이라 이용하기 편리하고 숙소도 청결하여 좋았습니다.,1,1,1
매우 불친절합니다.,0,0,0
참고하십시오.,0,0,0
히터 돌아가는 소리 때문에 밤새도록 잠을 설쳤습니다.,0,0,0
매우 더럽습니다.,0,0,0
직원분은 매우 친절했습니다.,0,0,0
"엘리베이터는 없고 바닥에 머리카락, 이불에는 무엇이 묻었는지 모르겠지만 자고 일어나서 아침에 보고 놀랐습니다.",0,0,0
안 가고 싶습니다.,0,1,1
"일반실에서 기분 내려고 리버뷰로 돈을 추가하여 업그레이드했는데, 리버뷰는커녕 돈을 버린 느낌입니다.",0,0,0
쓰레기 뷰가 눈에 매우 거슬리고 기분이 나빴습니다.,0,0,0
아침저녁으로 쓰레기 더미를 보는데 신경질이 났습니다.,0,0,0
이 정도면 추가 요금을 받으면 안 될 것 같습니다.,0,0,0
멀리서 여행 왔는데 솔직히 기분이 많이 안 좋았습니다.,0,0,0
"그리고 리버뷰라고 보이는 곳도 솔직히 풀이 우거져서 숲 느낌이 더 강했는데, 객실에서 보이는 뷰를 잘 확인하여 추가 요금 방이 합당한지 확인해야 할 것 같습니다.",0,0,0
여태껏 여러 곳 여행 다녀봤지만 10만원대 이상 돈 내고 묵는 숙소에서 이런 뷰는 처음입니다.,0,0,0
룸은 크고 좋았으나 사용 흔적이 많았습니다.,0,0,0
"비품에 먼지가 많았고 위생 상태가 아쉬웠으며, 침구류에서도 머리카락이 발견되었습니다.",0,0,0
방 온도가 살짝 추웠지만 침대에 전기장판이 있어 나쁘지 않았습니다.,1,1,1
친절하고 매우 좋습니다.,1,1,1
"처음에는 독채 숙소인 줄 알고 예약했으나, 모텔 4층에 독립적으로 있어서 그런가 했습니다.",0,0,0
그런데 이용 중에 직원인지 모를 남자분이 세 번 왔다 갔다 하셔서 좀 불편했습니다.,0,0,0
컴퓨터 한 대의 그래픽 카드가 연결되어 있지 않았습니다.,0,0,0
잘 쉬다 갑니다.,1,1,1
매우 좋습니다.,1,1,1
"전반적으로 깨끗한 편이었으나, 가운을 입으려 보니 고춧가루와 타액이 묻어 있어 불쾌했습니다.",0,0,0
사과 한마디 없어 당황스러웠습니다.,0,0,0
드라이기나 포트기는 따로 콘센트에 직접 꽂아 사용해야 합니다.,0,0,0
참고하십시오.,0,0,0
주차할 곳이 없어 근처 공영주차장에 주차하고 갔습니다.,0,1,0
주차 문제만 아니면 좋은데 아쉽습니다.,0,0,0
"넷플릭스와 유튜브도 볼 수 있고 시설도 좋았지만, 방음이 잘 안 되어 외부 차량 소리가 잘 들립니다.",0,0,0
일반실인데 컴퓨터 2대 중 1대가 켜지지 않았습니다.,0,0,0
"화장실 문을 여닫을 때 소리가 났고, 컴퓨터로 영화를 다운로드하여 TV에 연결하여 보려 했으나 소리가 TV로 출력되지 않았습니다.",0,0,0
매트리스 스프링이 모두 느껴져 허리가 아팠습니다.,0,0,0
"시설은 깔끔하고 좋았으나, 비품과 편의성이 아쉬웠습니다.",0,0,0
"지저분한 느낌이 있으며, 카운터 직원의 말투도 좋지 않았습니다.",0,0,0
요즘 전주에 좋은 숙소가 많은데 굳이 이곳을 이용할 필요는 없을 것 같습니다.,0,1,1
매우 친절하고 방도 깨끗해서 좋았습니다.,1,1,1
단골이며 좋습니다.,1,1,1
"주차 공간이 부족했지만 직원분이 자리를 마련해 주셨고, 따뜻한 물이 잘 나와 샤워에 불편함이 없었습니다.",1,1,1
한옥 모양의 트윈룸입니다.,1,1,1
잘 다녀갑니다.,1,1,1
주인분이 친절하고 좋았습니다.,1,1,1
괜찮고 넷플릭스가 되어서 좋습니다.,1,1,1
"조식 후 체크아웃 시 인원 체크 오류로 금액이 과다 청구되었고, 주차 등록도 제대로 처리되지 않아 불편했습니다.",0,0,0
개선이 필요합니다.,0,0,0
깔끔하고 좋았습니다.,1,1,1
프런트 직원분들이 모두 잘 대해주셔서 감사합니다.,1,1,1
냄새와 청결에 예민한 편인데 걱정 없이 잘 지내다 갑니다.,1,0,0
화장실과 방 모두 예쁩니다.,1,1,1
다음에 또 방문하겠습니다.,1,1,1
"항상 방문하는 곳이며, 잘 쉬다 갑니다.",1,1,1
모텔에 이름만 호텔인 것 같습니다.,0,0,0
"특유의 모텔 냄새와 어두컴컴한 화장실, 세면대 수전에서 나는 냄새가 불쾌했습니다.",0,0,0
침대는 딱딱하고 먼지 때문에 콧물이 났으며 가구들도 낡았습니다.,0,0,0
전기장판이 있어,0,0,0
그나마 덜 춥게 잤습니다.,0,0,0
욕실 입구가 높은 것 외에는 침구류가 깨끗하여 좋았습니다.,1,1,1
담배 냄새가 조금 났습니다.,0,0,0
항상 이용하는 곳입니다.,1,1,1
충전기가 아쉬웠습니다.,0,0,0
그냥 딱 모텔 정도였습니다.,0,0,0
"카운터 남자 직원은 사장님 같았는데, 너무 신경을 안 쓰고 본인 일만 하셔서 물론 관심 없기를 바라는 저희는 좋았습니다.",0,0,0
그리고 룸이 그리 청결한 느낌은 들지 않았습니다.,0,0,0
"마지막 날 비상구에 쌓아둔 수건 더미가 세탁해서 가져온 것처럼 보였는데, 비상구에 다른 지저분한 것들과 같이 있는 것을 보니 더욱 그렇게 느껴졌습니다.",0,0,0
괜찮았습니다.,1,1,1
깨끗하고 좋습니다.,1,1,1
다시는 가고 싶지 않습니다.,0,0,0
"화장실 물이 막혀서 고생했고, 샤워기가 고장 나서 제대로 씻지도 못했으며, 난방 시설도 안 되어 추워서 최악의 경험을 했습니다.",0,0,0
편안하고 매우 좋았습니다.,1,1,1
오전에 자고 있는데 갑자기 문이 열려 놀랐습니다.,0,0,0
청소하시는 분이 착각하신 것 같습니다.,0,0,0
"시설도 좋고 다 좋았지만, 청결 상태가 좋지 않아 다른 손님이 쓰던 수건이 욕실에 걸려 있어 찝찝했습니다.",0,0,0
매우 좋았습니다.,1,1,1
"다만, 먼지가 다소 있어 코가 아팠지만 전반적으로 청결했습니다.",1,0,0
앞으로도 좋은 컨디션을 유지하기를 바랍니다.,1,1,1
방도 깨끗하고 주변에 갈 만한 곳도 잘 추천해주셔서 정말 좋았습니다.,1,1,1
다음에 또 오겠습니다.,1,1,1
이전보다 작은 객실을 받아서 아쉬웠습니다.,0,0,0
다 좋지만 방음이 전혀 안 됩니다.,0,0,0
"어차피 술 마시고 피곤해서 기절했지만, 소리에 예민하신 분들은 참고해주세요.",0,0,0
"야간 대실 시에는 청소가 가능하나, 연박 시 야간 청소는 외국인이라 어렵다고 말씀하셨는데 사전에 미리 알려주셨어야 합니다.",0,0,0
최대한 해주겠다고만 하고 결국 청소가 안 되어 있었습니다.,0,0,0
연박 중 미리 말씀해주셨더라면 좋았을 것입니다.,0,0,1
깔끔하고 정말 괜찮았습니다.,1,1,1
라텍스 베개가 최고였습니다.,1,1,1
객실에서 담배를 피우고 간 손님이 있었습니다.,0,0,0
욕실에서 담배꽁초가 나왔습니다.,0,0,0
비흡연자로서 매우 불편합니다.,0,0,0
이러한 비매너적인 행동을 못 하게 관리 부탁드립니다.,0,0,0
가성비가 좋습니다.,1,1,1
약간 추웠습니다.,0,0,0
"정말 깨끗하고 예뻐서 가족, 친구 또는 혼자서라도 편히 지내고 싶은 장소였습니다.",1,1,0
관리가 잘 되어 있어 불편한 점이 전혀 없었습니다.,1,0,0
602호 스파가 작동하지 않았습니다.,0,0,0
잘 쉬다 갑니다.,1,1,1
샤워실이 왜 뚫려 있는지 모르겠습니다.,0,0,0
TV가 나오지 않았는데 친절하게 고쳐주시고 방 상태도 좋습니다.,1,1,1
잘 쉬다 갑니다.,1,1,1
깨끗하고 따뜻하며 조용했습니다.,1,1,1
아침 조식이 맛있었습니다.,1,1,1
친절하고 깔끔하며 좋았습니다.,1,1,1
"원래 후기를 잘 남기지 않지만, 불쾌한 경험으로 글을 남깁니다.",0,0,0
"주말이라 바쁜 것은 이해하지만, 예약 날짜 변경이 어렵다고 하여 방문했습니다.",0,0,0
그런데 갑자기 전화가 와서 입실 여부를 묻는 것은 다른 고객에게 판매하려는 의도로 보였습니다.,0,0,0
"호텔 주차장이 만차일 때 프런트 직원이 나와서 안내해 주는 것이 당연한데, 기본적인 대처도 없었습니다.",0,0,0
좁은 골목길을 헤매다 다시 돌아왔음에도 직원은 나오지 않았습니다.,0,0,0
결국 직접 프런트에 갔더니 공용 주차장에 주차하고 오라고 했습니다.,0,0,0
"앉아서 휴대폰만 하는지, CCTV로 손님 차량이 들어오는 것을 볼 수 있음에도 앉아 있는 모습에 어이가 없었습니다.",0,0,0
공용 주차장에도 자리가 없어 다시 전화하니 한자리가 있다고 오라고 했습니다.,0,0,0
월급을 받으며 일하는 직원의 업무가 단순히 앉아서 키만 주는 것인지 의문입니다.,0,0,0
체인점인데도 직원 교육이 너무 부족한 것 같습니다.,0,0,0
사장님께서 주차 안내도 해주시고 매우 친절하셔서 좋았습니다.,1,1,1
"가성비는 나쁘지 않으나, 첫 방의 침대 시트에서 머리카락이 발견되어 방을 교체했습니다.",0,0,0
교체된 방은 시트가 깨끗했지만 속 이불은 더러웠습니다.,0,0,0
"전기요가 따뜻하고 난방이 잘되어 좋았으나, 맨발로 걸을 때 바닥에서 이물질이 느껴졌습니다.",0,0,0
"냉장고에 캔커피 2개와 생수 2개가 있었고, 컴퓨터는 인터넷 연결이 되지 않았습니다.",0,0,0
"넷플릭스는 개인 아이디가 필요했고, 유튜브는 가능했습니다.",0,1,0
"무인텔이지만 카운터에 사람이 있었고, 어메니티는 요청해야 받을 수 있었습니다.",0,0,0
별로였습니다.,0,0,0
신축이라 매우 깨끗하고 좋습니다.,1,1,1
사장님도 친절하셔서 다시 방문하겠습니다.,1,1,1
애인과 함께 가려면 비추천합니다.,0,0,0
"705호 월풀을 사용하려고 프리미엄룸을 예약했는데, 월풀 안에 면도기 뚜껑이 있었고 욕조에 검은 찌꺼기가 엄청 많아 욕조는 그 이후 쳐다보지도 않았습니다.",0,0,0
저녁에 조금 늦게 들어갔는데 뜨거운 물로 샤워도 못 할 만큼 온수가 나오지 않았습니다.,0,0,0
"미지근한 물이 나오는 샤워기가 욕조용, 샤워용 두 개 있는데, 두 개 다 물 나오는 곳이 깨져 있어 물이 다 튀었습니다.",0,0,0
"커피포트는 뚜껑이 분리되어 있고, 에어컨 밑 벽지에는 곰팡이가 많았습니다.",0,0,0
"화장실은 깔끔했는데, 저녁에 불을 켰다가 바퀴벌레를 보고 놀랐습니다.",0,0,0
"위생에 큰 거리낌이 없고 혼자 잠만 자고 나올 거면 갈 만하지만, 여자친구와 가기에는 비추천합니다.",0,0,0
최고로 좋습니다.,1,1,1
괜찮았습니다.,1,1,1
다음에는 도보로 도전해 보겠습니다.,1,1,1
"정말 좋았지만, 옆 공사장 소리가 너무 컸습니다.",0,0,0
시설과 내부 모두 좋았습니다.,1,1,1
"사장님께서 매우 친절하시고, 방이 깨끗하며 시설도 지은 지 얼마 안 된 듯 좋습니다.",1,1,1
또 가고 싶습니다.,1,1,1
사장님의 번창을 기원합니다.,1,1,0
매우 좋습니다.,1,1,1
예쁘고 깔끔합니다.,1,1,1
진안 마이산과 한옥마을 관광을 위해 5명이 3인실 특실과 2인 트윈룸 2개를 이용했습니다.,1,0,0
"오래된 호텔이라 걱정했지만, 가성비가 최고였고 모두 만족했습니다.",1,1,0
"깨끗하고 한옥마을과 가까워 좋았으며, 호텔 주변에 젊은 술집이 많아 좋았습니다.",1,1,1
가족과 다시 방문할 예정입니다.,1,1,1
수압이 최악이었습니다.,0,0,0
"직접 물을 틀어보지 않으셨는지 심각했으며, 다른 댓글을 보니 저희만 그렇게 느낀 것이 아니었습니다.",0,0,0
"또한, 마지막 날 알바를 불렀더니 탄산 실린더를 넣는 뚫어뻥을 가져왔는데, 진작에 그걸로 주셨으면 좋았을 것입니다.",0,0,0
"사용법을 모를 것 같으면 물어보기라도 했어야 했는데, 두 번이나 빌리러 갔는데도 뚫어뻥 이야기는 하지 않았습니다.",0,0,0
"사장님과 알바에게 수압이 약하다고 분명히 말했지만, 알바는 그런 말을 하지 않은 것 같습니다.",0,0,0
전주에 급하게 가게 되어 급하게 예약했는데 사장님도 친절하시고 좋았습니다.,1,1,1
잘 묵고 갑니다.,1,1,1
"엘리베이터와 드라이어가 없으며, 모텔보다는 게스트하우스 느낌이라 비추천합니다.",0,0,0
